id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
35807,Women,Footwear,Shoes,Heels,Pink,Summer,2012.0,Casual,Enroute Women Pink Flats
45800,Women,Footwear,Shoes,Heels,Copper,Summer,2012.0,Casual,Senorita Women Copper Flats
56908,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels
56914,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels
34457,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Formal,Rocia Women Beige Wedges
33123,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
50153,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels
21030,Women,Footwear,Shoes,Heels,Red,Fall,2012.0,Casual,Clarks Women Balti Zing Red Heels
36614,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi-Coloured Heels
56932,Women,Footwear,Shoes,Heels,Metallic,Winter,2012.0,Casual,HM Women Metallic Flats
41688,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
41680,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels
49580,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Heels
45356,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Sandals
56864,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,HM Women Golden Heels
41676,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
33534,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Pumps
43927,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Heels
45783,Women,Footwear,Shoes,Heels,Maroon,Summer,2012.0,Casual,Senorita Women Maroon Sandals
35794,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Wedges
20753,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Carlton London  Women Classy Silver Stilettos
11510,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Lifestyle Beige Flats
13641,Women,Footwear,Shoes,Heels,Navy Blue,Winter,2012.0,Casual,Carlton London Women Casual Navy Flats
27077,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Heels
53870,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
46591,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Catwalk Women Black Heels
13039,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Inc 5 Women Casual White Flats
39597,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats
33107,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Pink Flats
35821,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Heels
21734,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Casual White Heels
49606,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Metal Grey Heels
51760,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Peep Toes
39568,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Flats
32824,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,iPanema Women Blue Premium Flats
57299,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
56949,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Sandals
36619,Women,Footwear,Shoes,Heels,Turquoise Blue,Winter,2015.0,Casual,Catwalk Women Turquoise Blue Flats
13273,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Heels
33120,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
27078,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
2899,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Collection Gold Heels
2877,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Rose Mary Flats
30692,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels
42749,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels
21042,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Casual,Clarks Women Aerial Flower Black Heels
39586,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats
56940,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Stylish Gold Flats
46584,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,Catwalk Women White Sandals
44454,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Sandals
57857,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
45352,Women,Footwear,Shoes,Heels,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals
41709,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
47564,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals
30690,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
45370,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals
10271,Women,Footwear,Shoes,Heels,Red,Fall,2012.0,Casual,Clarks Women Sona Silk Leather Red Heels
41704,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges
41739,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
14377,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats
20752,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Stilettos
59042,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Black Heels
47621,Women,Footwear,Shoes,Heels,Yellow,Fall,2014.0,Casual,Portia Women Yellow Flats
27034,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Heels
22304,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Heels
59050,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Carlton London Women Red & Black Heels
41668,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
11499,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Lifestyle Blue Flats
49597,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
19044,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats
35808,Women,Footwear,Shoes,Heels,Cream,Summer,2012.0,Casual,Enroute Women Cream Flats
15700,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Casual Pink Flats
14361,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels
39560,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
56946,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,HM Women Golden Heels
32846,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Jola Cigana Brown Flats
39609,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels
33090,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats
49588,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
41715,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges
20782,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels
14437,Women,Footwear,Shoes,Heels,Silver,Summer,2012.0,Casual,Enroute Women Silver Wedges
46588,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Golden Heels
49592,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels
45333,Women,Footwear,Shoes,Heels,Green,Summer,2016.0,Casual,Cobblerz Women Green Sandals
20761,Women,Footwear,Shoes,Heels,Brown,Spring,2013.0,Casual,Carlton London Women Casual Bronze Wedges
39869,Women,Footwear,Shoes,Heels,Grey,Spring,2013.0,Casual,Catwalk Women Grey & Blue Flats
14419,Women,Footwear,Shoes,Heels,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Flats
21038,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Casual,Clarks Women Balti Zing Black Heels
56865,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats
17666,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Classic Multi Heels
14383,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats
20265,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Casual Brown Flats
56873,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats
50160,Women,Footwear,Shoes,Heels,Black,Winter,2014.0,Casual,Rocia Women Black Wedges
50156,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Rocia Women Gold Toned Heels
14358,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels
56910,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Flats
56934,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Flats
37970,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Formal,Clarks Women Chart Leather Black Formal Shoes
49827,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,iPanema Women Gold Flats
45341,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige & Green Sandals
47574,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Wedges
49615,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels
20899,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Casual Flats
14425,Women,Footwear,Shoes,Heels,Tan,Summer,2012.0,Casual,Enroute Women Casual Tan Flats
14381,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Sandals
45376,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals
35803,Women,Footwear,Shoes,Heels,Tan,Summer,2012.0,Casual,Enroute Women Tan Flats
56923,Women,Footwear,Shoes,Heels,Orange,Winter,2012.0,Casual,HM Women Orange Flats
41737,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
20281,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Casual Pink Flats
59034,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Carlton London Women Black Heels
56909,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,HM Women Green Flats
19038,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels
56872,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Sandals
14462,Women,Footwear,Shoes,Heels,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Peep Toes
14451,Women,Footwear,Shoes,Heels,Multi,Summer,2012.0,Casual,Enroute Women Casual Multi Flats
14433,Women,Footwear,Shoes,Heels,Brown,Summer,2012.0,Casual,Enroute Women Casual Brown Flats
33538,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans
33308,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Solid Black Jeans
16518,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
50948,Women,Apparel,Bottomwear,Jeans,Black,Winter,2011.0,Casual,Lee Women Black Jeans
5768,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Jealous 21 Women Dark Blue Jeggning
11331,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans
15671,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans
44580,Men,Apparel,Bottomwear,Jeans,Black,Summer,2017.0,Casual,Lee Men Black Jet Jeans
11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Washed Grey Jeans
26995,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans
51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans
14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans
41010,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans
27022,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Jeans
12333,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans
51595,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Wrangler Women Blue Molly Jeans
27926,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Scullers For Her Women Blue Jeans
41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016.0,Casual,Wrangler Men Navy Blue Texas Jeans
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Black Jegging
11304,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Custom Jeans
46894,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
31164,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Blue Jeans
12331,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans
27000,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
27021,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Jeans
57075,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Blue Jeans
28821,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Denizen Men Navy Blue Jeans
18180,Boys,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Doodle Boys-Boys Acid Wash Blue Jeans
11335,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
11243,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Lowrise Blue Jeans
48386,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans
18487,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Men Washed Blue Jeans
15673,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans
40933,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans
14116,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Jeans
16517,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
11298,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Floyd Jeans
48500,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,French Connection Women Blue Jeans
56845,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Regular Fit Jeans
44586,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Tino Blue Jeans
9164,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Cam Blue Jeans
7179,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Blue Jegging
48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
51364,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
9163,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Cael Blue Jeans
46905,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Jeans
11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
30410,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Washed Blue Jeans
40352,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Tokyo Talkies Women Navy Blue Slim Fit Jeans
51471,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Men Black Jeans
9189,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Jeans Rns Blue Jeans
11302,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Michelle Jeans
27006,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Navy Blue Jeggings
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jeans
11287,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
52547,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
36841,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Spykar Women Renegade Navy Blue Jeans
51504,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans
21587,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
30102,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Flying Machine Men Blue Jeans
40928,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans
50951,Women,Apparel,Bottomwear,Jeans,Black,Winter,2011.0,Casual,Lee Women Black Jeans
51591,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Giselle Jeans
33283,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Black Jeans
37202,Girls,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,United Colors of Benetton Girls Washed Grey Jeans
37205,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Washed Blue Jeans
27019,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans
48383,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans
37201,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Girls Washed Blue Jeans
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans
9149,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Rinse Blue Jeans
56829,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans
9171,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Lio Blue Jeans
4939,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karnel Jeans Kidswear
51601,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Molly Jeans
15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
16516,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
14124,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Washed Blue Jeans
7187,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Supper Zipped Ankle Black Jeans
42595,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,United Colors of Benetton Boys Grey Slim Fit Jeans
23455,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Blue Washed Slim Fit Jeans
44583,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Scraped Jeans
11315,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans
24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Skinny Fit Blue Jeans
46910,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans
44931,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans
21583,Men,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Locomotive Men Washed Black Jeans
58411,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
11306,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Sophia Jeans
23453,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans
12758,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
51470,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Men Black Jeans
42265,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
50954,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Jeans
10485,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Midrise Blue Jeans
31111,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Solid Black Jeans
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
40923,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Jeans Blue Jeans
43420,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Blue Jeans
38993,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans
11334,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Navy Blue Jeans
39382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans
12751,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Jeans Blue Jeans
9178,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Eero Blue Jeans
14127,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Washed Blue Jeans
23451,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans
22787,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
48499,Women,Apparel,Bottomwear,Jeans,Grey,Winter,2011.0,Casual,French Connection Women Black Jeans
52523,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
28790,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
42256,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
50961,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Jeans
40927,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans
48098,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Women Blue Jeans
26997,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Jeans
53252,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
24199,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Blue Jeans
20918,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
52522,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans
28802,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
24848,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Jeans
9169,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Ian Blue Jeans
9186,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Free Wheeler Spirit Denim Blue Jeans
42260,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
28814,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
15562,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
11296,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Custom Jeans
56846,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Jeans
